,Season,TeamID,FGM,FGM%,FGA,FGM3,FGM3%,FGA3,FTM,FTM%,FTA,OR,DR,Ast,TO,Stl,Blk,PF,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP
10,2007,1102,22.8,0.48580425031908747,46.93333333333333,9.066666666666666,0.40099185138828364,22.466666666666665,13.833333333333334,0.7556797379050824,18.2,6.466666666666667,20.866666666666667,15.033333333333333,10.166666666666666,6.266666666666667,1.4666666666666666,15.166666666666666,56.710399999999986,120.95331472404787,100.57530489331916,20.378009830728693,18.532513367381583,12.73564108889738,62.22921612786264,0.5812678932330377,0.39971703360988187,0.24281043072751263,0.6942531860413633,0.47891287423686546
11,2008,1102,18.535714285714285,0.4413639171748816,42.392857142857146,7.107142857142857,0.3667984845222096,18.928571428571427,13.392857142857142,0.6874397027704467,19.285714285714285,5.25,21.357142857142858,11.928571428571429,12.678571428571429,6.178571428571429,1.7857142857142858,17.178571428571427,56.043428571428585,102.57789230384152,102.24482964910679,0.3330626547347388,15.735335128232219,16.841633303285754,56.86532030869859,0.5264638247157966,0.4628713557861165,0.19267581501662603,0.6978229655629631,0.4600820807479427
12,2009,1102,19.17241379310345,0.43630808909844254,44.06896551724138,6.517241379310345,0.3786937420897879,17.586206896551722,12.551724137931034,0.6724112851342,18.620689655172413,6.931034482758621,20.896551724137932,11.89655172413793,13.551724137931034,5.068965517241379,2.1724137931034484,17.79310344827586,56.61682758620689,101.17032190880902,110.34703086130008,-9.176708952491065,15.153828256905005,17.479745949579968,54.95455305255324,0.5109820695060125,0.43445455101538993,0.24486814454633887,0.7053517332742086,0.4772329359753287
13,2010,1102,20.0,0.438739121792891,45.58620689655172,5.620689655172414,0.30977071912109805,18.103448275862068,10.0,0.6238960468319816,15.689655172413794,6.758620689655173,19.862068965517242,12.275862068965518,12.793103448275861,4.827586206896552,1.5172413793103448,17.551724137931036,56.01831724137931,99.26827268767178,112.42967763182884,-13.161404944157061,15.578492451579027,16.570163801018314,52.893298110834046,0.4996905427314967,0.3523144617158135,0.23556441253010477,0.6979724093252578,0.4596893066618409
14,2011,1102,22.428571428571427,0.47262483030127994,47.857142857142854,6.678571428571429,0.373716444553103,17.75,12.714285714285714,0.6961049512607447,18.142857142857142,5.857142857142857,22.428571428571427,15.428571428571429,11.928571428571429,6.214285714285714,2.5357142857142856,17.428571428571427,59.78948571428568,107.65534432781419,108.71352755456472,-1.058183226750518,18.48471300833595,14.346444781434727,57.73996855381104,0.5427671434758012,0.38660083160983694,0.2019409319768585,0.6640367853808379,0.4505803340693984
15,2012,1102,20.88888888888889,0.44537131350193354,47.0,6.2592592592592595,0.33227656593456534,18.77777777777778,12.62962962962963,0.6844635968043485,18.51851851851852,5.851851851851852,22.296296296296298,13.37037037037037,13.0,6.2592592592592595,2.962962962962963,17.0,60.071111111111094,101.33140577064158,105.66635255166851,-4.334946781026914,16.167560893503886,15.916671678030914,55.104252202097264,0.5127010664810103,0.3984066869834944,0.1974228209757126,0.6899641548022182,0.45474329081517023
16,2013,1102,24.392857142857142,0.4676619074400887,51.785714285714285,8.321428571428571,0.3756775624924558,21.857142857142858,11.821428571428571,0.7191873336296377,16.25,6.857142857142857,22.178571428571427,15.5,11.928571428571429,6.214285714285714,1.7142857142857142,17.607142857142858,61.390628571428586,112.17653472170696,111.22627585903173,0.9502588626752113,17.697205564134837,13.917677782184375,58.20491538436188,0.5473399809150649,0.32024955295642477,0.23717286267997986,0.6777318352434257,0.468672295776007
17,2014,1102,22.071428571428573,0.43082612599140335,51.82142857142857,7.142857142857143,0.3410355558904498,21.714285714285715,13.285714285714286,0.6923924373908028,19.25,8.714285714285714,22.857142857142858,13.392857142857142,13.464285714285714,5.285714285714286,2.9642857142857144,18.892857142857142,62.393142857142855,103.53131999214885,112.97181733229836,-9.440497340149511,15.274861933697636,15.505421272330935,53.86372797294372,0.5004475593961268,0.3828136214865449,0.26109923749430636,0.6998263014866453,0.48090409394176314
18,2015,1102,23.620689655172413,0.46711710883770896,50.758620689655174,7.172413793103448,0.35104879782513104,20.24137931034483,10.310344827586206,0.6525511171982827,15.655172413793103,8.793103448275861,20.79310344827586,14.89655172413793,11.724137931034482,6.310344827586207,1.9655172413793103,17.82758620689655,58.21440000000001,111.15571322928967,112.65058995427945,-1.4948767249898054,17.45271097137175,14.145826329407505,56.32715085164889,0.5380557121920421,0.31540070787919194,0.2970548600274912,0.6822222130003219,0.49028906717377985
19,2016,1102,23.233333333333334,0.42454162799037864,55.03333333333333,6.3,0.3362594635040456,18.866666666666667,14.666666666666666,0.6687673636213464,21.766666666666666,8.8,25.5,13.033333333333333,13.2,6.1,1.6666666666666667,19.333333333333332,66.48639999999999,101.1829048706299,110.6700959840235,-9.487191113393626,14.2666531176505,14.659342202421989,52.38493127837084,0.48264600793433904,0.40094783803311707,0.23954723402637873,0.7209620957295934,0.4794300846173735
20,2017,1102,24.225806451612904,0.4307642334517229,56.61290322580645,7.935483870967742,0.36749299323806295,21.870967741935484,15.161290322580646,0.7141321290853394,21.161290322580644,9.451612903225806,25.258064516129032,14.483870967741936,12.483870967741936,5.903225806451613,1.8064516129032258,17.903225806451612,66.30998709677422,107.91558417590647,114.29673115915979,-6.381146983253295,15.58941250139082,13.528808434205805,54.47011826015385,0.5012224948244244,0.3814910781440175,0.26288283971507853,0.7601295436011146,0.5019386831793592
21,2018,1102,22.75862068965517,0.4046048733925433,56.10344827586207,7.931034482758621,0.319638079257784,24.413793103448278,13.241379310344827,0.7129413193671236,17.93103448275862,9.827586206896552,22.689655172413794,13.89655172413793,12.758620689655173,6.448275862068965,2.6206896551724137,18.137931034482758,64.39017931034483,103.22691639650007,112.92306274212747,-9.696146345627392,15.136776684947417,14.134092456323502,51.905717676957515,0.47456086024166505,0.3264580132207423,0.27119177295240116,0.7141649557414653,0.4797516246053295
22,2019,1102,24.741935483870968,0.45059942914721124,55.32258064516129,7.258064516129032,0.3220672751777623,22.419354838709676,10.64516129032258,0.6983279775474924,15.64516129032258,7.741935483870968,25.548387096774192,13.290322580645162,13.193548387096774,4.806451612903226,1.8064516129032258,16.967741935483872,65.10534193548386,103.73893932843174,110.98232359718209,-7.2433842687503205,14.709923376550627,15.240504513802646,54.47166212716933,0.5163388632530038,0.2922081633012819,0.2302785882357631,0.7531287684639324,0.49562365326904895
23,2003,1103,27.14814814814815,0.4872937956048829,55.851851851851855,5.444444444444445,0.331990026376079,16.074074074074073,19.037037037037038,0.7352707181127127,25.85185185185185,9.777777777777779,19.925925925925927,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,19.85185185185185,67.25760000000001,116.64655873293788,116.35779141942785,0.28876731351001833,15.919637555224027,13.45457505190632,58.58118837516389,0.5365641576248708,0.46513464558009426,0.3058025231646373,0.6269975559406118,0.4680215119983586
24,2004,1103,24.857142857142858,0.47088011997245677,53.285714285714285,6.178571428571429,0.3617007188451823,17.035714285714285,15.857142857142858,0.6407640064502572,24.571428571428573,11.214285714285714,22.357142857142858,15.107142857142858,14.607142857142858,7.392857142857143,2.5357142857142856,19.464285714285715,64.98582857142856,110.25865129691626,111.00556136221944,-0.7469100653031917,15.986714705898365,15.555369801852946,56.24482815095798,0.529685364734876,0.4764969901496318,0.33488964035861796,0.6243110767913688,0.48507385072358594
25,2005,1103,24.785714285714285,0.44572755899189065,55.785714285714285,8.142857142857142,0.3756954578130637,21.357142857142858,13.892857142857142,0.6682361676966628,20.357142857142858,10.285714285714286,23.071428571428573,16.107142857142858,13.357142857142858,6.75,3.857142857142857,18.821428571428573,64.8150857142857,110.3748784195756,102.15980179041169,8.21507662916389,16.89765831239703,14.169921366503198,55.42782519323138,0.5184129557172606,0.37675329343080305,0.30582251945197997,0.6386339883209093,0.4779287145538517
26,2006,1103,24.333333333333332,0.4494615105128648,54.233333333333334,7.5,0.3565296976786859,21.0,15.3,0.7310154764532356,21.033333333333335,11.0,22.133333333333333,15.633333333333333,12.566666666666666,6.033333333333333,2.966666666666667,18.966666666666665,62.35647999999999,114.67613503630763,105.81861168009122,8.85752335621643,16.976313423486577,13.68202229779893,56.51569821116352,0.5193557535120165,0.3944665523940953,0.3383772757317375,0.6689447417936899,0.5058285545830781
27,2007,1103,27.03125,0.482915372656962,55.96875,7.21875,0.3895001708288322,18.375,13.34375,0.6871091757241052,19.84375,12.0,22.96875,15.03125,12.4375,7.71875,4.375,18.75,62.50440000000002,119.16093619997332,99.20829655398445,19.952639645988867,15.988738510786645,13.505853597096243,57.720394976669745,0.5472458130770551,0.3735561248924028,0.366424767734241,0.6505399400439822,0.5143655102027923
28,2008,1103,23.848484848484848,0.4446926882648543,53.75757575757576,8.363636363636363,0.38634266393063654,21.727272727272727,15.181818181818182,0.6913501238153039,21.454545454545453,11.181818181818182,20.242424242424242,13.454545454545455,12.757575757575758,7.0606060606060606,2.787878787878788,19.575757575757574,62.23767272727271,114.67286483180496,102.96360076751155,11.709264064293368,14.88604520753816,14.239020362260916,56.637543596999215,0.523472508155008,0.4132190970829794,0.33765355810986647,0.659800867312025,0.49426291225243907
29,2009,1103,22.58823529411765,0.41947060770647115,54.26470588235294,7.117647058823529,0.3363402611849499,21.61764705882353,14.117647058823529,0.7193914339241277,19.735294117647058,11.735294117647058,21.352941176470587,12.117647058823529,13.735294117647058,7.647058823529412,2.264705882352941,20.61764705882353,62.42145882352941,106.35003706623024,96.80102404622275,9.549013020007523,13.4983463019833,15.585964438265464,52.91307755116499,0.48464802456533157,0.3761828939412388,0.3381824525936951,0.6397753769559245,0.49009801004354947
30,2010,1103,25.09090909090909,0.4375917464955651,57.63636363636363,6.606060606060606,0.3388843059139135,19.515151515151516,14.242424242424242,0.661783771974298,21.393939393939394,13.454545454545455,22.696969696969695,13.515151515151516,13.666666666666666,6.242424242424242,3.1818181818181817,19.87878787878788,64.26181818181819,110.27741577712457,103.1244629030571,7.152952874067489,14.26783166194082,14.580319267295739,53.15935129659682,0.4955543324542498,0.37715462898754437,0.37454688861604984,0.6745050482773199,0.5183867493374437
31,2011,1103,24.58823529411765,0.43257178189965295,57.205882352941174,7.882352941176471,0.36246122894480787,21.88235294117647,12.911764705882353,0.7067156658288789,18.235294117647058,10.058823529411764,24.205882352941178,14.352941176470589,12.029411764705882,6.4411764705882355,3.411764705882353,19.235294117647058,64.60404705882354,108.26615844236623,102.59191509020536,5.674243352160918,15.613612283255383,13.219640267225243,53.841126746906006,0.5018428780619463,0.3246041777478723,0.2797995045324591,0.6728685604368574,0.47726853497861277
32,2012,1103,25.09375,0.4625020737248873,54.40625,5.90625,0.37354379651390307,16.125,15.375,0.68650589660832,22.25,11.28125,23.75,13.71875,14.34375,7.3125,4.3125,18.3125,64.6476,110.69843686924393,101.67213242339277,9.026304445851181,14.726039280991335,15.571062088879195,55.809272134177405,0.5176158143147955,0.42634465261544335,0.34289331982457943,0.6694574109129366,0.5109414203061959
33,2013,1103,25.774193548387096,0.45733163257712384,56.935483870967744,6.935483870967742,0.33081463639642356,20.870967741935484,13.451612903225806,0.6387353262393811,20.93548387096774,13.03225806451613,24.774193548387096,15.0,13.741935483870968,7.129032258064516,5.580645161290323,18.0,64.0462451612903,112.30686526897642,97.22025443708787,15.086610831888544,15.724189735046757,14.4910639336856,54.791726651219626,0.5189287651754653,0.378183424024446,0.3715071407913036,0.695001365945188,0.5382990240663746
34,2014,1103,23.545454545454547,0.4329453938616939,54.515151515151516,7.090909090909091,0.3503853876167949,20.393939393939394,13.727272727272727,0.6099990448971971,22.21212121212121,12.303030303030303,22.666666666666668,11.151515151515152,13.212121212121213,6.606060606060606,4.212121212121212,17.818181818181817,62.88290909090909,107.79279932889601,105.00680137849852,2.7859979503975127,12.547134005635122,14.924154812949604,52.85630664410648,0.498247702219882,0.4158900635845548,0.34903688121824644,0.6791949027503985,0.5117472922506526
35,2015,1103,23.147058823529413,0.41291979314358135,56.35294117647059,9.411764705882353,0.3457843414278636,26.941176470588236,11.647058823529411,0.6493446177349467,17.647058823529413,11.970588235294118,23.941176470588236,12.411764705882353,12.176470588235293,6.264705882352941,4.470588235294118,18.852941176470587,61.5817411764706,109.41320233612511,102.69267267511687,6.720529661008207,13.944359409009065,13.665953670619347,52.69251134862498,0.49662595715301155,0.32043164238609784,0.32804621761832176,0.6891159360931832,0.5063073916474573
36,2016,1103,25.939393939393938,0.4352764913269204,59.81818181818182,11.787878787878787,0.3878862584769129,30.272727272727273,12.666666666666666,0.6960986392881066,18.363636363636363,10.303030303030303,26.12121212121212,14.515151515151516,10.818181818181818,5.333333333333333,3.8484848484848486,17.848484848484848,65.65876363636363,116.27754642733557,105.11306505378565,11.164481373549933,15.497561698938458,11.678524886232937,56.41101318598699,0.5342531897518404,0.31676930805187187,0.27988762230287173,0.7096006728598149,0.4972692048890944
37,2017,1103,26.272727272727273,0.4697404415364007,56.303030303030305,10.090909090909092,0.3722678819682412,27.303030303030305,14.030303030303031,0.6757332458744517,20.696969696969695,9.818181818181818,24.575757575757574,14.515151515151516,11.636363636363637,5.424242424242424,3.121212121212121,18.363636363636363,64.44683636363636,118.80082072258881,110.32374580459897,8.477074917989812,15.743390000181535,12.69840601543045,58.87403904125967,0.5604806636254918,0.3755928652672673,0.2930891973267036,0.7215875131497844,0.509388763262665
38,2018,1103,24.677419354838708,0.4326328468478959,57.064516129032256,9.451612903225806,0.3576683710043316,26.64516129032258,12.483870967741936,0.6912855363895178,17.93548387096774,9.580645161290322,23.483870967741936,12.935483870967742,13.838709677419354,5.967741935483871,2.3870967741935485,20.032258064516128,66.41156129032258,107.3341440329213,114.63280833882382,-7.298664305902484,13.994618507589097,15.031970348682876,54.901154038687885,0.5156999103104697,0.32197658535623136,0.2712760552234453,0.7175344445762131,0.4867784668352925
39,2019,1103,23.93548387096774,0.40811500797395667,58.87096774193548,8.870967741935484,0.3146082188697981,28.0,11.612903225806452,0.7174550991250696,16.29032258064516,9.32258064516129,26.806451612903224,11.935483870967742,11.903225806451612,5.612903225806452,3.129032258064516,17.483870967741936,65.41378064516128,104.4514169932335,98.74224043978353,5.709176553449956,13.182107634313931,13.248266911749353,52.007651032805036,0.485031802779061,0.2823108309170596,0.2490627383931888,0.7019343985708643,0.4782287719404532
40,2003,1104,24.035714285714285,0.4196763985604499,57.17857142857143,6.357142857142857,0.3254418718154824,19.857142857142858,14.857142857142858,0.7051677243132545,20.928571428571427,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285,63.41211428571429,108.96206493631595,102.91306622055988,6.048998715756051,13.098331225444552,14.573739850022761,52.17290411343732,0.47578467077421555,0.37234961036585,0.3712555641610204,0.6868971367719345,0.5264903687862337
41,2004,1104,24.896551724137932,0.4520817114871709,55.0,7.137931034482759,0.3848005297111271,18.620689655172413,15.275862068965518,0.7027646225443134,21.862068965517242,11.310344827586206,24.0,11.862068965517242,13.275862068965518,6.448275862068965,3.103448275862069,18.344827586206897,63.84926896551724,112.70819769640678,105.74515055867398,6.963047137732803,13.078472639313562,15.040869238517857,55.73288441033899,0.5171790336710954,0.40306061098024,0.3352122982537011,0.6815604295967008,0.5127254768657451
42,2005,1104,25.366666666666667,0.4818405391058579,52.666666666666664,7.633333333333334,0.38815615458312264,19.566666666666666,17.066666666666666,0.7361742138936356,23.266666666666666,10.233333333333333,26.466666666666665,13.833333333333334,12.666666666666666,5.2,4.433333333333334,14.733333333333333,63.0624,119.49737188984372,103.19190537647222,16.305466513371517,15.299523443390635,14.24968729393267,60.03302075582769,0.555190635323975,0.46691984974054884,0.33582600748740404,0.7022489595831961,0.5378580936069034
43,2006,1104,24.517241379310345,0.4544308340520101,54.06896551724138,5.517241379310345,0.34365623659949024,16.24137931034483,15.413793103448276,0.7172070308715172,21.82758620689655,12.517241379310345,24.482758620689655,12.206896551724139,13.517241379310345,6.344827586206897,5.0344827586206895,13.827586206896552,62.292082758620694,112.03168208172387,108.02334907356365,4.008333008160219,13.551208737510306,15.237531224472882,55.050841498848186,0.5062474329946934,0.40455006338487765,0.3744821128119262,0.6673358909745076,0.5304722002114965
44,2007,1104,26.225806451612904,0.4615889066384423,57.29032258064516,6.451612903225806,0.3772346906977266,17.483870967741936,14.709677419354838,0.7058420600395033,20.774193548387096,13.35483870967742,25.35483870967742,13.129032258064516,13.67741935483871,5.580645161290323,5.258064516129032,14.0,64.18374193548387,115.15740941494113,107.71384880986682,7.443560605074343,13.948245115711147,14.676799875745207,55.74895077687823,0.5184679687336559,0.37467203512164987,0.38629374625877366,0.6505642077791451,0.5263135824211642
45,2008,1104,27.78787878787879,0.45949849025900413,60.90909090909091,7.03030303030303,0.3578311609124212,19.393939393939394,12.666666666666666,0.619155550558672,20.424242424242426,13.575757575757576,24.606060606060606,15.606060606060606,13.0,7.454545454545454,4.484848484848484,16.757575757575758,66.73920000000001,112.94805739188692,109.42600034537686,3.522057046510094,15.62779142037526,13.246418549735859,54.1279124814645,0.5174388131619682,0.34276854723074607,0.3674779055450669,0.6801394600255064,0.5194181827482224
46,2009,1104,25.966666666666665,0.4369569413013376,59.43333333333333,4.833333333333333,0.3263665655685107,14.633333333333333,16.066666666666666,0.7106540678443083,22.8,14.033333333333333,25.733333333333334,11.166666666666666,14.8,7.0,4.666666666666667,17.333333333333332,67.472,108.06606541761336,105.6206690771086,2.4453963405047237,11.58427848137861,15.557629787634799,52.48609878419976,0.47743725739005155,0.39086951262474495,0.38427289228270584,0.6400672582538502,0.5173414384182259
47,2010,1104,24.71875,0.44394819594508905,56.0625,5.46875,0.3530685405334691,15.625,13.59375,0.7076324381840569,19.21875,12.0625,23.125,13.40625,12.8125,7.78125,3.96875,18.21875,62.446799999999996,109.70212602198868,103.51774029637653,6.184385725612131,14.753676443149223,14.20703734341387,53.26624527243755,0.49375127928457013,0.34746992646113056,0.3443597827703522,0.6566439133117838,0.5043059329201727
48,2011,1104,24.875,0.44111626101435986,55.90625,4.09375,0.2811408063524453,13.71875,12.8125,0.7193054052397926,17.71875,12.59375,24.0625,12.40625,14.1875,9.25,5.21875,18.40625,62.658599999999986,106.3009561029813,94.98373944746837,11.317216655512974,13.50953167087963,15.79561905892236,52.217355753672656,0.4777107272769676,0.33189618171428426,0.3734605733396117,0.6647135719373953,0.5240620610797585
49,2012,1104,23.625,0.4541311464012783,52.3125,4.03125,0.2917585138620839,14.15625,13.65625,0.7131266786302335,19.09375,10.8125,24.375,12.28125,12.9375,7.3125,4.15625,18.40625,60.343199999999996,107.59355744793228,96.45728309526618,11.136274352666085,14.273132460219951,15.114052630922835,53.751728530768425,0.49268439737017605,0.37555996745693454,0.33416936223025484,0.687780969336436,0.5201504108912232
50,2013,1104,22.3125,0.428658132895524,52.0625,5.5,0.3450675246290088,16.34375,12.46875,0.6862552867948702,17.90625,10.4375,21.96875,10.46875,12.46875,8.21875,4.46875,17.5,59.628,104.57124729610419,99.16679493862908,5.40445235747511,12.521511765285158,15.114836018189973,52.17004602931939,0.4817729962929674,0.35421567281643296,0.31858549295183597,0.6703181735359713,0.49312762433124835
51,2014,1104,22.70967741935484,0.43950281612697834,51.806451612903224,5.741935483870968,0.3292061444155569,17.258064516129032,15.548387096774194,0.682007312518511,22.774193548387096,9.903225806451612,22.580645161290324,10.774193548387096,11.838709677419354,6.741935483870968,4.225806451612903,19.161290322580644,61.45238709677421,108.45602564957291,109.61958035475541,-1.1635547051825157,12.659333246363406,13.98759033256479,54.110262784657486,0.49639184485475857,0.4469015555331727,0.2960619484924333,0.6610313119339427,0.48137635697100045
52,2015,1104,22.032258064516128,0.4406286676433547,50.25806451612903,6.580645161290323,0.3202748303449241,20.483870967741936,16.0,0.713116844918049,22.161290322580644,9.516129032258064,23.096774193548388,10.35483870967742,12.096774193548388,6.290322580645161,3.6129032258064515,19.29032258064516,60.116438709677396,110.61066900262963,107.22125790441572,3.389411098213914,12.326386629771454,14.800559315637651,55.663154161939204,0.5059803818480504,0.45974864444844576,0.2978064968924475,0.6873780118804472,0.49820931907944127
53,2016,1104,22.53125,0.4266740903427325,52.8125,7.84375,0.3418243745651969,22.875,13.9375,0.6347863852313849,21.78125,9.78125,24.875,10.5625,13.3125,5.625,5.28125,19.3125,63.25199999999999,105.63499691418023,107.30677734778514,-1.6717804336049125,12.094909432530585,15.43391545693989,53.57338545642638,0.5017856475551232,0.42017853563287344,0.2784481584633155,0.6590727786758103,0.4789131822926131
54,2017,1104,23.757575757575758,0.4242346235265372,56.06060606060606,6.606060606060606,0.3186273887575095,20.78787878787879,14.545454545454545,0.6506751401723959,22.393939393939394,12.303030303030303,26.87878787878788,11.424242424242424,13.878787878787879,6.0,4.212121212121212,19.727272727272727,64.96058181818182,105.74004477855611,99.41880195919842,6.321242819357723,12.456847077123808,15.247086998468689,52.10219653982772,0.48366174366090026,0.40666198077519566,0.3361319315189145,0.7382905121716052,0.5374362161242221
55,2018,1104,25.294117647058822,0.45917041730652997,55.205882352941174,6.382352941176471,0.3177736197036851,19.676470588235293,15.382352941176471,0.6707039144881527,22.88235294117647,10.029411764705882,26.264705882352942,12.529411764705882,14.147058823529411,6.411764705882353,5.470588235294118,19.0,66.73185882352942,108.25534475686557,105.03301611657825,3.222328640287296,13.469889052172174,15.375217662572068,55.50625482634965,0.5170565006946476,0.4215453130367396,0.28918924469287094,0.6999331884062715,0.501774718040553
56,2019,1104,25.060606060606062,0.44225405308616983,56.84848484848485,7.0606060606060606,0.33577846012208185,20.848484848484848,14.606060606060606,0.670210931232507,21.87878787878788,11.151515151515152,26.424242424242426,12.151515151515152,13.606060606060606,4.606060606060606,4.666666666666667,16.96969696969697,66.41512727272726,107.80944757764861,107.53121757508436,0.27823000256425917,13.10573357752652,14.744989210251717,54.051878544294006,0.5046720491512284,0.3883767826689968,0.30743024585052936,0.729835933974928,0.5199530997524798
57,2003,1105,24.384615384615383,0.39620408509419913,61.61538461538461,7.576923076923077,0.35962982143593264,20.76923076923077,15.423076923076923,0.7095980197761723,21.846153846153847,13.5,23.115384615384617,14.538461538461538,18.653846153846153,9.307692307692308,2.076923076923077,20.23076923076923,72.83446153846154,98.56614852973222,105.48327573815679,-6.9171272084245725,13.828798934945535,17.960724118031976,50.4338889181854,0.4579832366423013,0.3595013988199911,0.3351657175284663,0.6414343556705108,0.4792362362228797
58,2004,1105,23.620689655172413,0.41095298642639105,57.89655172413793,6.206896551724138,0.3180939195345227,19.551724137931036,16.344827586206897,0.6854171551108909,23.724137931034484,12.517241379310345,23.96551724137931,12.344827586206897,16.17241379310345,7.206896551724138,2.5517241379310347,21.517241379310345,69.06571034482758,101.21569570271268,106.21784427719025,-5.002148574477562,12.696835704166528,16.76158804734104,51.33237576891121,0.4657805241158633,0.42495518318075337,0.32173089919459474,0.6535474765729243,0.4842089224561102
